etaxonomy_key,irn,SummaryData
12746,642308,"Chondropoma sagebieai"
12747,642310,"Chondropoma calipeplum Bartsch"
12748,642311,"Chondropoma blaini Gundlach"
12749,642312,"Chondropoma superba"
12750,642313,"Chondropoma biforme Pfeiffer"
12751,642314,"Chondropoma candienum d'Orbigny"
12752,642315,"Chondropoma hydii Weinkauff"
12753,642316,"Chondropoma rawsoni Pfeiffer"
12754,642317,"Chondropoma sagebieni Poey"
12755,642318,"Chondropoma sagibruce Poey"
12756,642319,"Chondropoma nuo"
12757,642320,"Chondropoma radiosum Mörch"
12758,642321,"Chondropoma hamlini Arango"
12759,642322,"Chondropoma pfeifferianum Poey"
12760,642323,"Chondropoma incrassastum Wright"
12761,642324,"Chondropoma irradians Shuttleworth"
12762,642325,"Chondropoma petitianum Pfeiffer"
12763,642326,"Chondrothyra gundlachi Arango, 1862"
12764,642328,"Cistulops jimenoi Arango"
12765,642329,"Cistulops grayana Ancey"
12766,642330,"Cistulops radiosum"
12767,642331,"Cistulops agassizi Charpentier"
12768,642332,"Cistulops grateloupi Pfeiffer"
12769,642333,"Cistulops rupilabris"
12770,643348,"Opisthosiphon bahamensis Shuttleworth, 1865"
12771,643349,"Opisthosiphon denegatum Poey"
12772,643388,"Parachondria agustae C.B. Adams"
12773,643898,"Tudora pupoides Morelet"
12774,643899,"Tudora armata C.B. Adams"
12775,643900,"Tudora fascia Wood"
12776,643901,"Tudora maritima C.B. Adams"
12777,643902,"Tudora columna Wood"
12778,643903,"Tudora augustae C.B. Adams"
12779,643904,"Tudora fecunda C.B. Adams"
12780,643905,"Tudora moreletiana Petit"
12781,643906,"Tudora dentilobatum"
12782,643907,"Tudora shephardiana C.B. Adams"
12783,643908,"Tudora (Colobostylus) albus Sowerby"
12784,643909,"Tudora (Colobostylus) bronnii C.B. Adams"
12785,643910,"Tudora (Colobostylus) chevalieri C.B. Adams"
12786,643911,"Tudora (Colobostylus) jayanus C.B. Adams"
12787,643913,"Tudora (Colobostylus) labichi"
12788,643914,"Tudora aurora C.B. Adams"
12789,571134,"Annularia lima lima (C.B. Adams, 1845)"
12790,569272,"Annularia lima blandiana (C.B. Adams, 1849)"
12791,571983,"Tudora bronnii (C.B. Adams, 1845)"
12792,159422,"Natica unifasciata Lamarck, 1822"
12793,172039,"Natica canrena (Linnaeus, 1758)"
12794,172042,"Natica marochiensis (Gmelin, 1791)"
12795,172049,"Polinices conicus (Lamarck, 1822)"
12796,172052,"Polinices hepaticus (Röding, 1798)"
12797,172053,"Polinices lacteus (Guilding, 1834)"
12798,172058,"Sinum cymba (Menke, 1828)"
12799,172060,"Sinum maculatum (Say, 1831)"
12800,172062,"Sinum perspectivum (Say, 1831)"
12801,337398,"Polinices aurantius (Röding, 1798)"
12802,376894,"Polinices mammatus (Röding, 1798)"
12803,183160,"Sinum (Sinum) concavum (Lamarck, 1822)"
12804,412153,"Polinices helicoides Gray, 1825"
12805,412159,"Natica lineata Röding, 1798"
12806,378432,"Polinices melanostomus (Gmelin, 1791)"
12807,530076,"Natica vitellus (Linnaeus, 1758)"
12808,159420,"Natica tigrina (Röding, 1798)"
12809,159425,"Polinices didyma Röding, 1798"
12810,172051,"Polinices duplicatus (Say, 1822)"
12811,376367,"Polinices lewisi (Gould, 1847)"
12812,378448,"Polinices maurus (Lamarck, 1816)"
12813,378517,"Polinices montagui Forbes"
12814,159427,"Polinices tumidus Swainson, 1840"
12815,341973,"Polinices flemingianus (Récluz, 1844)"
12816,378456,"Polinices uber (Valenciennes, 1832)"
12817,538114,"Polinices incei Philippi, 1851"
12818,376674,"Polinices otis (Broderip & G.B. Sowerby I, 1829)"
12819,159413,"Natica livida L. Pfeiffer, 1840"
12820,642794,"Globularia fluctuata Sowerby, 1825"
12821,643221,"Natica gualteriana Récluz, 1844"
12822,643222,"Natica caneloensis Hertlein & Strong, 1955"
12823,643223,"Natica chemnitzii Pfeiffer"
12824,643224,"Natica cruentata Lamarck"
12825,643225,"Natica floridana Rehder, 1943"
12826,643226,"Natica forata Reeve"
12827,643227,"Natica genuanus Reeve"
12828,643228,"Natica (Stigmaulax) sulcatus Born, 1778"
12829,643229,"Natica seethra Dall, 1908"
12830,643230,"Natica stellata Chenu, 1845"
12831,643231,"Natica stercusmuscarum Gmelin, 1791"
12832,643232,"Natica (Stigmaulax) broderipiana Récluz"
12833,643236,"Natica (Stigmaulax) elenae Récluz"
12834,643237,"Natica othello Dall"
12835,643250,"Natica (Stigmaulax) broderipiana Récluz, 1844"
12836,643505,"Polinices limi Pilsbry"
12837,643506,"Polinices (Lunatia) heros Say, 1822"
12838,378254,"Strombus pugilis worki Petuch, 1993"
12839,546144,"Lambis crocata (Link, 1807)"
12840,378206,"Lambis crocata crocata"
12841,378211,"Lambis digitata Perry, 1811"
12842,378255,"Strombus gibberulus albus Moerch, 1850"
12843,378256,"Strombus mutabilis ochroglottis Abbott, 1960"
12844,378208,"Tibia delicatula Nevill, 1881"
12845,378207,"Lambis robusta (Swainson, 1821)"
12846,378209,"Strombus (Tricornus) thersites Swainson, 1823"
12847,159755,"Strombus alatus Gmelin, 1791"
12848,159758,"Strombus costatus Gmelin, 1791"
12849,159761,"Strombus gibberulus Linnaeus, 1758"
12850,159762,"Strombus gigas Linnaeus, 1758"
12851,159763,"Strombus marginatus Linnaeus, 1758"
12852,159771,"Tibia insulaechorab Röding, 1798"
12853,172307,"Lambis chiragra (Linnaeus, 1758)"
12854,172308,"Lambis chiragra chiragra (Linnaeus, 1758)"
12855,172309,"Strombus gibberulus gibbosus (Röding, 1798)"
12856,172310,"Tibia fusus (Linnaeus, 1758)"
12857,199086,"Strombus raninus nanus"
12858,417058,"Strombus aurisdianae aratum Röding, 1798"
12859,159756,"Strombus aurisdianae Linnaeus, 1758"
12860,159757,"Strombus canarium Linnaeus, 1758"
12861,159764,"Strombus mutabilis Swainson, 1821"
12862,195833,"Strombus pugilis alatus Gmelin"
12863,159765,"Strombus pugilis Linnaeus, 1758"
12864,159766,"Strombus pugilis nicaraguensis Fluck"
12865,159770,"Strombus vittatus Linnaeus, 1758"
12866,411434,"Strombus vittatus turritus Lamarck, 1822"
12867,159760,"Strombus gallus Linnaeus, 1758"
12868,159768,"Strombus raninus Gmelin, 1791"
12869,642987,"Lambis truncata Lightfoot, 1786"
12870,642988,"Lambis (Harpago) chiragra arthritica Röding, 1798"
12871,642989,"Lambis (Harpago) chiraga arthritica Röding, 1798"
12872,642990,"Lambis violacea Swainson, 1821"
12873,642991,"Lambis truncata sebae Kiener, 1843"
12874,642992,"Lambis epidromis Linnaeus, 1758"
12875,642994,"Lambis scorpius scorpius Linnaeus, 1758"
12876,642995,"Lambis lambis Linnaeus, 1758"
12877,642996,"Lambis millipeda Linnaeus, 1758"
12878,642997,"Lambis (Millipes) millepeda Linnaeus, 1758"
12879,643711,"Strombus (Euprotomus) bulla Röding, 1798"
12880,643712,"Strombus (Tricornis) sinuatus Lightfoot, 1786"
12881,643713,"Strombus (Tricornis) peruvianus Swainson, 1823"
12882,643714,"Strombus (Canarium) labiatus Röding, 1798"
12883,643715,"Strombus (Canarium) microurceus Kira, 1959"
12884,643716,"Strombus (Dolomena) variabilis Swainson, 1820"
12885,643717,"Strombus (Doxander) vittatus campbelli Griffith & Pidgeon, 1834"
12886,643718,"Strombus (Tricornis) peruviana Swainson, 1823"
12887,643719,"Strombus (Doxander) vittatus vittatus var. australis Schroeter, 1805"
12888,643720,"Strombus (Vomer) iredalei Abbott, 1960"
12889,643721,"Strombus (Plicatus) pulchellus Reeve, 1851"
12890,643723,"Strombus (Tricornis) galeatus Swainson, 1823"
12891,643724,"Strombus (Gibberulus) gibberulus gibberulus Linnaeus, 1758"
12892,643725,"Strombus (Tricornis) latissimus Linnaeus, 1758"
12893,643726,"Strombus (Tricornis) tricornis Lightfoot, 1786"
12894,643727,"Strombus (Doxander) vittatus vittatus Griffith & Pidgeon, 1834"
12895,643728,"Strombus dilatatus Swainson, 1821"
12896,643731,"Strombus epidromis Linnaeus, 1758"
12897,643732,"Strombus erythinus erythinus Dillwyn, 1817"
12898,643734,"Strombus gracilior Sowerby, 1825"
12899,643735,"Strombus marginatus succinctus Linnaeus, 1767"
12900,643736,"Strombus floridus Lamarck"
12901,643854,"Tibia insulaechorab curta Sowerby, 1842"
12902,385288,"Lambis pilsbryi Abbott, 1961"
12903,417053,"Strombus urceus Linnaeus, 1758"
12904,514435,"Strombus granulatus Swainson, 1822"
12905,417693,"Strombus pipus Röding, 1758"
12906,417702,"Strombus lentiginosus Linnaeus, 1758"
12907,530082,"Strombus luhuanus Linnaeus, 1758"
12908,385895,"Tibia martini (Marrat, 1877)"
12909,417055,"Strombus urceus orrae Abbott, 1960"
12910,546148,"Thersistrombus thersites (Swainson, 1823)"
12911,411328,"Strombus maculatus G.B. Sowerby I, 1842"
12912,412163,"Malea pomum (Linnaeus, 1758)"
12913,208581,"Eudolium thompsoni McGinty"
12914,185000,"Cassis madagascariensis spinella Clench"
12915,172324,"Cypraecassis testiculus (Linnaeus, 1758)"
12916,159778,"Casmaria ponderosa atlantica Clench, 1944"
12917,159779,"Cassis madagascariensis Lamarck, 1822"
12918,159780,"Cassis madagascariensis spinella f. spinella Clench, 1944"
12919,172321,"Cassis flammea (Linnaeus, 1758)"
12920,172323,"Cassis tuberosa (Linnaeus, 1758)"
12921,172326,"Phalium flammiferum (Röding, 1798)"
12922,159796,"Oocorys bartschi Rehder, 1943"
12923,159798,"Tonna maculosa Dillwyn, 1817"
12924,172361,"Tonna galea (Linnaeus, 1758)"
12925,172362,"Tonna maculosa pennatum (Dillwyn, 1817)"
12926,172364,"Tonna perdix (Linnaeus, 1758)"
12927,199182,"Tonna galea galea"
12928,411870,"Tonna tessellata (Lamarck, 1816)"
12929,410907,"Cassis inoratum Pilsbry, 1895"
12930,411869,"Tonna sulcosa (Born, 1778)"
12931,172327,"Phalium granulatum (Born, 1778)"
12932,432019,"Malea ringens (Swainson, 1822)"
12933,431496,"Phalium granulatum f. cicatricosum Gmelin, 1791"
12934,530077,"Phalium bandatum (Perry, 1811)"
12935,172360,"Eudolium crosseanum (di Monterosato, 1869)"
12936,385896,"Eudolium pyriforme (Sowerby, 1914)"
12937,552573,"Cassis cornuta (Linnaeus, 1758)"
12938,643855,"Tonna cepa Röding, 1798"
12939,643856,"Tonna dolium Linnaeus, 1758"
12940,643857,"Tonna luteostoma Küster, 1857"
12941,643858,"Tonna allium Dillwyn, 1817"
12942,643859,"Tonna cumingii Reeve, 1849"
12943,642450,"Cymatium pileare f. aquatile Reeve, 1844"
12944,172334,"Charonia tritonis variegata (Lamarck, 1816)"
12945,172335,"Charonia variegata (Lamarck, 1816)"
12946,172341,"Cymatium cynocephalum (Lamarck, 1816)"
12947,172342,"Cymatium femorale (Linnaeus, 1758)"
12948,172355,"Cymatium vespaceum (Lamarck, 1822)"
12949,172356,"Fusitriton oregonense (Redfield, 1848)"
12950,187310,"Cymatium tuberosum Lamarck, 1822"
12951,385916,"Cymatium perryi Emerson & Old, 1963"
12952,513696,"Cymatium pyrum (Linnaeus, 1758)"
12953,548555,"Charonia tritonis (Linnaeus, 1758)"
12954,412166,"Cymatium gutturnium Röding, 1798"
12955,513439,"Cymatium caudatum Gmelin, 1791"
12956,386039,"Cymatium lotorium (Linnaeus, 1758)"
12957,513449,"Cabestana spengleri (Perry, 1811)"
12958,172343,"Cymatium labiosum (Wood, 1828)"
12959,159792,"Cymatium moritinctum caribbaeum Clench & Turner, 1957"
12960,172346,"Cymatium muricinum (Röding, 1798)"
12961,172348,"Cymatium nicobaricum (Röding, 1798)"
12962,172350,"Cymatium parthenopeum (von Salis Marschlins, 1793)"
12963,172351,"Cymatium pfeifferianum (Reeve, 1844)"
12964,172352,"Cymatium pileare (Linnaeus, 1758)"
12965,546043,"Septa rubecula (Linnaeus, 1758)"
12966,385799,"Cymatium rubeculum (Linnaeus, 1758)"
12967,551101,"Cymatium pharcidum vespaceum Dall, 1889"
12968,551085,"Cymatium rubeculum occidentale Clench & Turner, 1947"
12969,513452,"Gyrineum perca (Perry, 1811)"
12970,412282,"Cymatium hepaticum (Röding, 1798)"
12971,569124,"Ranella australasia (Perry, 1811)"
12972,642056,"Argobuccinum pustulosum Lightfoot, 1786"
12973,642255,"Charonia rubicunda Perry, 1811"
12974,642447,"Cymatium chlorostomum Lamarck"
12975,642448,"Cymatium wiegmanni Anton, 1839"
12976,642449,"Cymatium klenei Sowerby"
12977,642451,"Cymatium (Ranularia) chlorostoma Lamarck"
12978,642453,"Cymatium costatum Born"
12979,642764,"Fusitriton laudanum Finlay"
12980,642816,"Gyrineum granifera Lamarck"
12981,642817,"Gyrineum (Biplex) pulchella Forbes, 1852"
12982,643030,"Linatella cingulata Lamarck, 1822"
12983,643623,"Ranella gemmifera Euthyme, 1889"
12984,643624,"Ranella albivaricose"
12985,643625,"Ranella olearium Linnaeus, 1758"
12986,642452,"Cymatium chlorostoma Lamarck"
12987,159889,"Lemintina medusae Pilsbry"
12988,172475,"Petaloconchus erectus (Dall, 1888)"
12989,159915,"Vermetus tripsycha Pilsbry & Lowe"
12990,417270,"Petaloconchus sculpturatus H.C. Lea, 1843"
12991,449831,"Petaloconchus erectus f. macgintyi Olson & Harbison, 1953"
12992,449833,"Tripsycha tripsycha (Pilsbry & Lowe, 1932)"
12993,643870,"Tripsycha tulipa Chenu, 1843"
12994,643871,"Tripsycha macrophragma Carpenter, 1857"
12995,171267,"Melanella thersites (Carpenter, 1864)"
12996,159021,"Mucronalia nidorum Pilsbry, 1956"
12997,536516,"Vitreolina bermudezi (Pilsbry & Aguayo, 1933)"
12998,171419,"Antillophos beaui (Fischer & Bernardi, 1860)"
12999,171420,"Antillophos beauii (Fischer & Bernardi, 1857)"
13000,171422,"Antillophos candei (d'Orbigny, 1842)"
13001,184088,"Bailya parva intricata Dall"
13002,197596,"Bailya parva parva"
13003,171425,"Bailya parva (C.B. Adams, 1850)"
13004,159150,"Buccinum undatum Linnaeus, 1758"
13005,159113,"Buccinum chishimanum Pilsbry, 1904"
13006,171440,"Cantharus cancellarius (Conrad, 1846)"
13007,171443,"Cantharus multangulus (Philippi, 1848)"
13008,171474,"Colus pygmaeus (Gould, 1841)"
13009,186923,"Colus (Fusinus) novachollandiae Reeve"
13010,171485,"Engina mendicaria (Linnaeus, 1758)"
13011,171486,"Engina turbinella (Kiener, 1835)"
13012,159166,"Engina strongi Pilsbry & Lowe, 1932"
13013,159172,"Neptunea lyrata turnerae Clarke, 1956"
13014,171508,"Neptunea lyrata decemcostata (Say, 1826)"
13015,171509,"Neptunea lyrata lyrata (Gmelin, 1791)"
13016,171514,"Neptunea tabulata (Baird, 1863)"
13017,417710,"Siphonalia signum (Reeve, 1846)"
13018,171444,"Cantharus tinctus (Conrad, 1846)"
13019,449745,"Metula amosi Vanatta, 1913"
13020,171445,"Cantharus undosus (Linnaeus, 1758)"
13021,410792,"Siphonalia trochulus tokaiensis Kira, 1959"
13022,513924,"Siphonalia trochulus (Reeve, 1843)"
13023,171751,"Busycon carica (Gmelin, 1791)"
13024,644057,"Pseudoneptunea multangula Philippi"
13025,642139,"Busycon coarctatum Sowerby, 1825"
13026,642140,"Busycon canaliculutum Linnaeus, 1758"
13027,642141,"Busycon spiratum plagosom Lamarck"
13028,642142,"Busycon spiratum spiratum Lamarck, 1816"
13029,642143,"Busycon canaliculatum Linnaeus, 1758"
13030,642181,"Cantharus (Pollia) variegata Gray"
13031,642182,"Cantharus viverratus Kiener"
13032,642366,"Cominella (Afrocominella) turtoni Bartsch"
13033,642367,"Cominella testudinea Chemnitz"
13034,644056,"Japelion hirasei (Pilsbry, 1901)"
13035,642695,"Engina armillata Reeve, 1846"
13036,644055,"Japelion adelphicus (Dall, 1907)"
13037,643265,"Neptunea intersculpta Sowerby, 1899"
13038,643266,"Neptunea dirus Reeve"
13039,643280,"Northia pristis Lamarck, 1844"
13040,643413,"Penion oligostra Tate"
13041,643450,"Pisania vittata Quoy & Gaimard"
13042,643668,"Siphonalia cassidariaeformis Pilsbry, 1895"
13043,643669,"Siphonalia cassidariaeformis Reeve, 1843"
13044,643681,"Solenosteira capitanea Berry"
13045,643682,"Solenosteira pallida Broderick, 1829"
13046,643683,"Solenosteira gatesi Berry"
13047,643863,"Trajana acapulcana Pilsbry & Lowe"
13048,418256,"Cantharus berryi McLean, 1970"
13049,411414,"Nassarius pagodus (Reeve, 1844)"
13050,411418,"Nassarius arcularia plicatus (Röding, 1798)"
13051,171958,"Nassarius ambiguus (Pulteney, 1799)"
13052,171963,"Nassarius concinnus (Powys, 1835)"
13053,171964,"Nassarius consensus (Ravenel, 1861)"
13054,171967,"Nassarius fossatus (Gould, 1850)"
13055,171979,"Nassarius reticulatus (Linnaeus, 1758)"
13056,171983,"Nassarius trivittatus (Say, 1822)"
13057,171984,"Nassarius vibex (Say, 1822)"
13058,198601,"Nassarius vibex polygonatus"
13059,411879,"Nassarius papillosus (Linnaeus, 1758)"
13060,411880,"Nassarius dorsatus Röding, 1798"
13061,411882,"Nassarius guaymasensis Pilsbry & Lowe, 1932"
13062,513168,"Nassarius conoidalis (Deshayes in Bélanger, 1832)"
13063,513158,"Nassarius cuvierii (Payraudeau, 1826)"
13064,513229,"Nassarius arcularia (Linnaeus, 1758)"
13065,513167,"Nassarius crematus (Hinds, 1844)"
13066,411884,"Nassarius corpulentus (Adams, 1852)"
13067,417929,"Bullia monilifera Kiener, 1834"
13068,513231,"Hebra subspinosa (Lamarck, 1822)"
13069,411415,"Nassarius angulicostis (Pilsbry & Lowe, 1932)"
13070,575911,"Buccinanops uruguayensis (Pilsbry, 1897)"
13071,642132,"Bullia annulata Reeve"
13072,642133,"Bullia thodostoma Reeve"
13073,642604,"Demoulia retusa Lamarck"
13074,643217,"Nassarius gallegos Strong & Hertlein"
13075,643218,"Nassarius spendidulus Dunker, 1846"
13076,643219,"Nassarius tegula Reeve"
13077,643220,"Nassarius (Alectrion) fassata Gould"
13078,642256,"Chicoreus axicornis Lamarck, 1822"
13079,643182,"Murex messorius Sowerby, 1841"
13080,643187,"Murex troscheli Lischke, 1868"
13081,643282,"Nucella lapillus f. imbricatus Linnaeus, 1758"
13082,171808,"Chicoreus florifer dilectus (A. Adams, 1855)"
13083,414860,"Murex florifer dilectus A. Adams, 1855"
13084,416687,"Hexaplex princeps (Broderip, 1833)"
13085,418492,"Thais haemastoma canaliculata (Gray, 1839)"
13086,411428,"Chicoreus microphyllus (Lamarck, 1816)"
13087,538613,"Chicoreus groschi E. H. Vokes, 1978"
13088,385618,"Murex groeschi E. H. Vokes"
13089,159219,"Coralliophila caribaea Abbott, 1958"
13090,171623,"Coralliophila scalariformis (Lamarck, 1822)"
13091,171778,"Acanthina paucilirata (Stearns, 1871)"
13092,171781,"Aspella elizabethae (C.B. Adams, 1850)"
13093,171782,"Aspella paupercula (C.B. Adams, 1850)"
13094,171785,"Bolinus brandaris (Linnaeus, 1758)"
13095,159320,"Chicoreus brevifrons Lamarck, 1822"
13096,171802,"Chicoreus beauii (Fischer & Bernardi, 1857)"
13097,171811,"Chicoreus palmarosae (Lamarck, 1822)"
13098,171812,"Chicoreus pomum (Gmelin, 1791)"
13099,197753,"Chicoreus (Chicoreus) florifer florifer"
13100,159326,"Drupa morum Röding, 1798"
13101,159327,"Drupa rubusidaeus Röding, 1798"
13102,171819,"Drupa clathrata (Lamarck, 1816)"
13103,171821,"Drupa ricinus (Linnaeus, 1758)"
13104,182624,"Drupa (Morula) margariticola (Broderip)"
13105,187454,"Drupa grossularia Röding"
13106,187456,"Drupa ricinus arachnoides Lamarck"
13107,198009,"Drupa nodulosa"
13108,198010,"Drupa (Morula) nodulosa"
13109,159330,"Eupleura sulcidentata Dall, 1890"
13110,171823,"Eupleura caudata (Say, 1822)"
13111,171827,"Favartia cellulosa (Conrad, 1846)"
13112,171830,"Forreria belcheri (Hinds, 1843)"
13113,171831,"Haustellum anniae (Smith, 1940)"
13114,171834,"Haustellum cabritii (Bernardi, 1859)"
13115,171835,"Haustellum malabaricum (E.A. Smith, 1894)"
13116,171846,"Mancinella tuberosa (Röding, 1798)"
13117,171850,"Morula granulata (Duclos, 1832)"
13118,171851,"Morula margariticola (Broderip, 1833)"
13119,171852,"Morula uva (Röding, 1798)"
13120,159340,"Murex beaui Fischer & Bernardi, 1857"
13121,159343,"Murex cellulosus Conrad"
13122,159351,"Murex pecten Lightfoot, 1786"
13123,171853,"Murex florifer (Reeve)"
13124,171854,"Murex pomum (Gmelin, 1791)"
13125,192945,"Murex florifer arenarius Clench & Farfante"
13126,208619,"Murex tryoni Hidalgo in Tryon, 1880"
13127,171838,"Haustellum tryoni (Hidalgo in Tryon, 1880)"
13128,171858,"Murexiella macgintyi (Smith, 1938)"
13129,171860,"Muricidea hexagona (Lamarck)"
13130,192948,"Muricidea ostrearum Conrad"
13131,159357,"Muricopsis hexagona Lamarck"
13132,171863,"Muricopsis oxytata (Smith, 1938)"
13133,171870,"Nucella lapillus (Linnaeus, 1758)"
13134,171871,"Nucella lima (Gmelin, 1791)"
13135,171894,"Poirieria nuttingi (Dall, 1896)"
13136,171897,"Pteropurpura bequaerti (Clench & Farfante, 1945)"
13137,171898,"Pteropurpura festiva (Hinds, 1844)"
13138,171899,"Pteropurpura macroptera (Deshayes, 1839)"
13139,198953,"Purpura deltoidea"
13140,198954,"Purpura haemastoma var. undata"
13141,159371,"Thais aculeata Deshayes, 1844"
13142,159374,"Thais tuberosa Röding, 1798"
13143,171924,"Thais armigera (Link, 1807)"
13144,171926,"Thais deltoidea (Lamarck, 1822)"
13145,171928,"Thais haemastoma (Linnaeus, 1767)"
13146,171931,"Thais kieneri (Deshayes, 1844)"
13147,171934,"Thais rustica (Lamarck, 1822)"
13148,199167,"Thais (Stromonita) haemostoma floridana"
13149,171946,"Urosalpinx cinerea (Say, 1822)"
13150,171947,"Urosalpinx perrugata (Conrad, 1846)"
13151,171949,"Urosalpinx tampaensis (Conrad, 1846)"
13152,171788,"Boreotrophon coronatus (H. Adams & A. Adams, 1864)"
13153,171809,"Chicoreus florifer distans (A. Adams, 1855)"
13154,385527,"Chicoreus cnissodus (Euthyme, 1889)"
13155,385628,"Chicoreus asianus Kuroda, 1942"
13156,159362,"Phyllonotus pomum Gmelin, 1791"
13157,385636,"Murex pomum Gmelin, 1791"
13158,171800,"Ceratostoma foliatum (Gmelin, 1791)"
13159,385686,"Chicoreus brunneus (Link, 1807)"
13160,385687,"Murex brunneus Link, 1807"
13161,199165,"Thais haemostoma floridana Conrad, 1837"
13162,385714,"Nassa serta (Bruguière, 1789)"
13163,410707,"Rapana venosa (Valenciennes, 1846)"
13164,159307,"Acanthotrophon striatoides E. H. Vokes, 1980"
13165,159318,"Calotrophon andrewsi E. H. Vokes, 1976"
13166,159322,"Chicoreus mergus E. H. Vokes, 1974"
13167,171832,"Haustellum bellegladeense (E. H. Vokes, 1963)"
13168,171833,"Haustellum bellegladensis (E. H. Vokes, 1963)"
13169,159363,"Poirieria bowdenensis E. H. Vokes, 1970"
13170,171907,"Risomurex withrowi (E. H. Vokes & Houart, 1986)"
13171,513060,"Chicoreus ramosus (Linnaeus, 1758)"
13172,416866,"Murex brevispina macgillivrayi Dohrn, 1862"
13173,649054,"Coralliophila salebrosa H. Adams & A. Adams, 1863"
13174,385719,"Murex consuelae E. H. Vokes, 1963"
13175,412081,"Murex mergus E. H. Vokes, 1974"
13176,171822,"Drupella cornus (Röding, 1798)"
13177,171905,"Rapana rapiformis (Born, 1778)"
13178,171869,"Nucella lamellosa (Gmelin, 1791)"
13179,449822,"Chicoreus insularum (Pilsbry, 1921)"
13180,513069,"Hexaplex radix (Gmelin, 1791)"
13181,513050,"Murex troscheli troscheli Lischke, 1868"
13182,159345,"Murex recurvirostris Broderip, 1833"
13183,511224,"Murex kiiensis Kira, 1959"
13184,511227,"Chicoreus axicornis f. kawamurai Shikama, 1964"
13185,511230,"Homalocantha scorpio (Linnaeus, 1758)"
13186,511232,"Ocenebra poulsoni Carpenter, 1864"
13187,511233,"Phyllonotus trunculus (Linnaeus, 1758)"
13188,511244,"Vitularia salebrosa (King & Broderip, 1832)"
13189,513098,"Murex uncinarius Lamarck, 1822"
13190,513112,"Eupleura muriciformis (Broderip, 1833)"
13191,513357,"Hexaplex saharicus (Locard, 1897)"
13192,159354,"Murex trapa Röding, 1798"
13193,513393,"Vexilla vexillum (Gmelin, 1791)"
13194,192946,"Murex recurvirostris rubidus F.C. Baker"
13195,171837,"Haustellum rubidum (F.C. Baker, 1897)"
13196,159349,"Murex messorius rubidus F.C. Baker"
13197,530064,"Cronia aurantiaca (Hombron & Jacquinot, 1853)"
13198,513859,"Murex ramosus Linnaeus, 1758"
13199,167062,"Concholepas sp."
13200,536002,"Concholepas concholepas (Bruguière, 1789)"
13201,187457,"Drupa spathulifera Blainville"
13202,385531,"Thais haemastoma biserialis (Blainville, 1832)"
13203,530072,"Morula marginalba (Blainville, 1832)"
13204,171780,"Acanthina spirata (Blainville, 1832)"
13205,171842,"Hexaplex trunculus (Linnaeus, 1758)"
13206,192947,"Murex (Hexaplex) trunculus (Linnaeus, 1758)"
13207,242518,"Vokesimurex bellegladeensis (E. H. Vokes, 1963)"
13208,192943,"Murex bellegladeensis E. H. Vokes, 1963"
13209,385634,"Phyllonotus pomum (Gmelin, 1791)"
13210,171804,"Chicoreus capucinus (Lamarck, 1822)"
13211,242521,"Vokesimurex cabritii (Bernardi, 1859)"
13212,159342,"Murex cabritii Bernardi, 1859"
13213,412065,"Morula spinosa H. Adams & A. Adams, 1853"
13214,538549,"Dermomurex obeliscus (A. Adams, 1853)"
13215,538550,"Chicoreus aculeatus (Lamarck, 1822)"
13216,385484,"Chicoreus artemis Radwyn & D'Attilio, 1976"
13217,171807,"Chicoreus florifer (Reeve, 1846)"
13218,171806,"Chicoreus dilectus (A. Adams, 1855)"
13219,171614,"Coralliophila abbreviata (Lamarck, 1816)"
13220,159344,"Murex elenensis Dall, 1909"
13221,385538,"Murex olssoni E. H. Vokes, 1967"
13222,538604,"Haustellum kurodai vicdani Kosuge, 1980"
13223,385673,"Haustellum vicdani Kosuge, 1980"
13224,538601,"Haustellum kurodai langleitae Houart, 1993"
13225,385672,"Haustellum langleitae Houart, 1995"
13226,538602,"Vokesimurex olssoni (E. H. Vokes, 1967)"
13227,385685,"Murex messorius woodringi Clench & Perez Farfante, 1945"
13228,411270,"Murexiella lappa (Broderip, 1833)"
13229,511237,"Ocenebra erinaceoides (Valenciennes, 1832)"
13230,385537,"Ocenebra inermicosta E. H. Vokes, 1964"
13231,171895,"Poirieria pazi (Crosse, 1869)"
13232,171873,"Ocenebra lurida (von Middendorff, 1848)"
13233,159360,"Ocenebra interfossa Carpenter, 1864"
13234,385483,"Pterynotus bednalli (Brazier, 1877)"
13235,545515,"Pterochelus triformis (Reeve, 1845)"
13236,159367,"Purpura patula Linnaeus, 1758"
13237,171929,"Thais haemastoma floridana (Conrad, 1837)"
13238,171932,"Thais kiosquiformis (Duclos, 1832)"
13239,171933,"Thais melones Duclos, 1832"
13240,545647,"Purpura persica (Linnaeus, 1758)"
13241,530065,"Drupella rugosa (Born, 1778)"
13242,171801,"Ceratostoma nuttalli Conrad, 1837"
13243,511226,"Chicoreus artemis nobilis Shikama, 1977"
13244,159337,"Morula nodulosa (C.B. Adams, 1845)"
13245,513068,"Homalocantha zamboi (Burch & Burch, 1960)"
13246,385519,"Homalocantha pele (Pilsbry, 1918)"
13247,171864,"Muricopsis oxytatus (Smith, 1938)"
13248,416875,"Murex erinaceus Linnaeus, 1758"
13249,416874,"Ocenebra erinaceus (Linnaeus, 1758)"
13250,385684,"Pterochelus akation (E. H. Vokes, 1993)"
13251,171904,"Purpura bufo Lamarck, 1822"
