etaxonomy_key,irn,SummaryData
1145,157439,"Lima pellucida C.B. Adams, 1846"
1146,157433,"Lima caribaea d'Orbigny, 1853"
1147,295239,"Lima fragilis"
1148,295235,"Lima hians (Gmelin, 1791)"
1149,169719,"Acesta bullisi (E. H. Vokes, 1963)"
1150,410648,"Acesta colombiana H. E. Vokes, 1970"
1151,169723,"Lima scabra (Born, 1778)"
1152,157441,"Lima sp."
1153,449844,"Acesta rathbuni (Bartsch, 1913)"
1154,157527,"Plicatula gibbosa Lamarck, 1801"
1155,295475,"Neotrigonia margaritacea (Lamarck, 1804)"
1156,643027,"Lima hemphilli Hertlein & Strong"
1157,643264,"Neotrigonia gemma Iredale, 1924"
1158,199848,"Monocondylaea paraguayana paraguayana"
1159,199883,"Monocondylaea paraguayana 1835"
1160,199788,"Anodontites felix (Pilsbry, 1896)"
1161,169285,"Aspatharia (Aspatharia) pfeifferiana (Bernardi, 1860)"
1162,184045,"Aspatharia rubens"
1163,192953,"Mutela nilotica mabilli"
1164,199849,"Mutela nilotica mabilli"
1165,199790,"Anodontites patagonicus (Lamarck, 1819)"
1166,199836,"Anodontites exoticus sussannae"
1167,169303,"Anodontites trapezeus (von Spix, 1827)"
1168,169307,"Monocondylaea paraguayana jaspidea (Hupé, 1857)"
1169,193683,"Papuina zeno var. subglobosa Fulton"
1170,194075,"Planispira arcigera Tate"
1171,194076,"Planispira colletti"
1172,194077,"Planispira monogramma Ancey"
1173,194078,"Planispira zonalis leucostoma"
1174,194079,"Planispira zonaria var. martini Schepman"
1175,195601,"Solmogada rapa"
1176,196167,"Thersites adcockiana Bednall"
1177,196168,"Thersites aridorum Cox"
1178,196169,"Thersites augasiana Pfeiffer"
1179,196170,"Thersites banneri"
1180,196171,"Thersites bayensis Bourguignat"
1181,196172,"Thersites beddomae Brazier"
1182,196173,"Thersites bipartita var. semicastanea Pfeiffer"
1183,196174,"Thersites bitaeniata"
1184,196175,"Thersites bitaeniata Cox"
1185,196176,"Thersites bordaensis Angas"
1186,196177,"Thersites broughami Angas"
1187,196178,"Thersites cassandra Pfeiffer"
1188,196179,"Thersites dupuyana"
1189,196180,"Thersites ferviaensis"
1190,196181,"Thersites holbornensis Brazier"
1191,196182,"Thersites howardi Angas"
1192,196183,"Thersites incei var. aureedensis Brazier"
1193,196184,"Thersites leucocheilus Cox"
1194,196185,"Thersites lincolnensis Pfeiffer"
1195,196186,"Thersites lorioliana Crosse"
1196,196187,"Thersites loriolianum Crosse"
1197,196188,"Thersites mastursi Cox"
1198,196189,"Thersites montebelloensis Preston"
1199,196190,"Thersites nigrilabris"
1200,196191,"Thersites oligopleura Tate"
1201,196192,"Thersites pachystyla Pfeiffer"
1202,196193,"Thersites patruelis Angas"
1203,169496,"Nephronaias calamitarum (Morelet, 1849)"
1204,169498,"Nephronaias scamnata (Morelet, 1849)"
1205,548926,"Unio reiniamus"
1206,585566,"Unio barrotti Küster, 1861"
1207,642001,"Anadara similis C.B. Adams"
1208,642002,"Anadara grandis Broderip & Sowerby, 1829"
1209,642003,"Anadara granosa Linnaeus, 1758"
1210,642004,"Anadara biangulata Sowerby, 1833"
1211,642005,"Anadara labiosa Sowerby, 1833"
1212,642006,"Anadara bifrons Carpenter, 1856"
1213,642007,"Anadara scapha Gmelin, 1791"
1214,642008,"Anadara emarginata Sowerby, 1833"
1215,642430,"Cyclophorus validus Sowerby, 1842"
1216,182844,"Mesodon wheatleyi (Bland)"
1217,641965,"Allogona townsendiana ptyshophora  Brown"
1218,385995,"Fusinus rostratus (Olivi, 1792)"
1219,154694,"Polygyra mooreana (W.G. Binney)"
1220,642874,"Helicina sphaeroidea Pfeiffer"
1221,641976,"Alycaeus harimensis Pilsbry"
1222,634515,"Pisidium casertanum f. roperi"
1223,530634,"Stenotrema macgregori Dourson, 2011"
1224,410795,"Latiaxis pagodus multispinosa Shikama, 1966"
1225,642445,"Cyclotus hirasei Pilsbry"
1226,584944,"Unio aztecorum major Martens, 1900"
1227,642433,"Cyclophorus benguetensis alba Moellendorff"
1228,585363,"Unio icterinus Conrad, 1834"
1229,157496,"Ostrea frons Linnaeus, 1758"
1230,589672,"Anculosa ornata"
1231,333681,"Pecten tranquebaricus Gmelin"
1232,198767,"Pecten raveneli Dall, 1898"
1233,530017,"Fusinus colus (Linnaeus, 1758)"
1234,4807,"Laevicardium robustum vanhyningi (Clench)"
1235,583612,"Campeloma rufum obesum"
1236,642442,"Cyclophorus cruentus Martens"
1237,642421,"Cyclophorus menkeanus Philippi"
1238,169324,"Actinonaias pectorosa (Conrad, 1834)"
1239,182655,"Elliptio (Uniomerus) tetralasmus declivis (Say, 1831)"
1240,119283,"Lampsilis cardium lurida (Simpson, 1900)"
1241,119284,"Lampsilis ventricosus (Barnes, 1823)"
1242,552755,"Aperostoma superstructum Haas, 1955"
1243,646200,"Viviparus contectoides goodrichi Archer"
1244,194432,"Polygyra divesta indianorum Pilsbry, 1899"
1245,153679,"Mesodon indianorum (Pilsbry)"
1246,194464,"Polygyra indianorum Pilsbry"
1247,642882,"Helicina yoshiwarana microtheca Pilsbry"
1248,295129,"Spondylus wrightianus Crosse, 1872"
1249,157519,"Spondylus ictericus Reeve, 1856"
1250,295671,"Decatopecten radula (Linnaeus, 1758)"
1251,175788,"Pleurodonte lima (Férussac)"
1252,643500,"Pleurodonte tomi Henderson"
1253,119454,"Margaritana calceolus Lea"
1254,637319,"Phalium bisulcatum (Schubert & Wagner, 1829)"
1255,643072,"Mactra aspersa Sowerby, 1825"
1256,210048,"Unio metastriatus Conrad, 1838"
1257,642444,"Cyclotus campanulatus Martens"
1258,169559,"Potamilus purpuratus (Lamarck, 1819)"
1259,585188,"Unio tortuosus Sowerby, 1868"
1260,646939,"Elliptio webbiana Wright, B.H."
1261,641953,"Acrosterigma angulata Lamarck, 1840"
1262,208040,"Unio phaseolus Hildreth, 1828"
1263,643076,"Mactrellona exoleta Gray, 1837"
1264,643077,"Mactrellona clisia Dall, 1915"
1265,293516,"Trachycardium flavum (Linnaeus)"
1266,293133,"Acanthocardia aculeata (Linnaeus)"
1267,411873,"Cypraecassis coarctata (G.B. Sowerby I, 1825)"
1268,642434,"Cyclophorus punctatus Grateloup"
1269,417716,"Latirus polygonus (Gmelin, 1791)"
1270,583593,"Campeloma rufum gibbum (Currier)"
1271,582303,"Sphaerium striatinum f. acuminatum"
1272,169620,"Uniomerus tetralasmus (Say, 1831)"
1273,585065,"Unio (Elliptio) aurata Rafinesque, 1820"
1274,291417,"Hemicardium cardissa"
1275,155240,"Triodopsis albolabris martitima (Pilsbry)"
1276,155249,"Triodopsis frandulenta vulgata Pilsbry"
1277,155251,"Triodopsis germana vancouverinsulae, Pilsbry & Cooke"
1278,642867,"Helicina calida Weinkauff"
1279,155267,"Triodopsis mullani olneyae (Pilsbry)"
1280,643784,"Tellina solida"
1281,549009,"Unio leleci Heude, 1875"
1282,549008,"Quadrula leleci (Heude, 1875)"
1283,169495,"Megalonaias nervosa (Rafinesque, 1820)"
1284,199912,"Quadrula cordatum (Rafinesque, 1820)"
1285,169459,"Lampsilis radiata siliquoidea (Barnes, 1823)"
1286,196522,"Unio arctatus Conrad, 1834"
1287,641961,"Alcadia velutina (Poey)"
1288,196486,"Truncilla foliata (Hildreth, 1828)"
1289,295564,"Aequipecten irradians concentricus (Say, 1822)"
1290,334749,"Aequipecten irradians (Lamarck)"
1291,333098,"Aequipecten gibbus irradians (Lamarck)"
1292,169813,"Aequipecten lineolaris (Lamarck, 1819)"
1293,181013,"Daedalochila matermontana (Pilsbry, 1896)"
1294,154702,"Polygyra richarsoni lingualis (Pilsbry)"
1295,154703,"Polygyra richarsoni paucicostata (Pilsbry)"
1296,646477,"Ashmunella mutator Pilsbry & Ferriss, 1915"
1297,154689,"Polygyra leporina (Gould)"
1298,154691,"Polygyra loricata nortensis (Berry)"
1299,643700,"Stenotrema edvardsi magnifamosa Pilsbry"
1300,152374,"Helicella chalcidica (Mousson)"
1301,152415,"Helicella didyma (Westerlund)"
1302,152400,"Helicella cucullus (Martens)"
1303,642876,"Helicina sadoendis Pilsbry & Hirase"
1304,295297,"Pecten alba Tate, 1887"
1305,589676,"Anculosa picta"
1306,181169,"Triodopsis complanata (Pilsbry, 1898)"
1307,181162,"Stenotrema unciferum (Pilsbry, 1900)"
1308,164673,"Triodopsis vulgata Pilsbry, 1940"
1309,181062,"Inflectarius ferrissi (Pilsbry, 1897)"
1310,642871,"Helicina sagriana percrassa Torre"
1311,585562,"Unio productus Conrad, 1836"
1312,642427,"Cyclophorus herklotsi Martens"
1313,198520,"Mesodon appressus f. linguiferus"
1314,166293,"Volachlamys sp."
1315,194455,"Polygyra hirsuta"
1316,643256,"Neohelix albolabris alleni Westerlund"
1317,571917,"Quadrula mortoni (Conrad, 1836)"
1318,571920,"Quadrula nobilis (Conrad, 1854)"
1319,166984,"Rapa sp."
1320,169564,"Ptychobranchus occidentalis (Conrad, 1836)"
1321,157421,"Arca umbonata Lamarck"
1322,169693,"Anadara notabilis (Röding, 1798)"
1323,169694,"Anadara ovalis (Bruguière, 1789)"
1324,188644,"Gonyodiscus sp."
1325,194281,"Polita sp."
1326,195553,"Selenites sp."
1327,192309,"Largillierti sp. var. cincta Pilsbry"
1328,194498,"Polygyra monodon aliciae Pilsbry"
1329,194514,"Polygyra neglecta Pilsbry"
1330,194529,"Polygyra polita Pilsbry & Hinkley"
1331,194540,"Polygyra sactijohannes Pilsbry"
1332,194572,"Polygyra tridentat discoidea Pilsbry"
1333,642721,"Eutrochatella regina Mörch"
1334,169756,"Brachidontes exustus (Linnaeus, 1758)"
1335,585789,"Unio perplexus Say, 1829"
1336,195357,"Quadrula undata (Barnes, 1823)"
1337,585790,"Unio flagellatus Say, 1830"
1338,585772,"Dysnomia metastriata (Conrad, 1838)"
1339,585767,"Truncilla lewisii Walker, 1910"
1340,119718,"Anodonta cygnea piscinalis Nilsson"
1341,119716,"Anodonta piscinalis grandis Linnaeus"
1342,119678,"Anodonta anatina var. attenuata Held"
1343,119682,"Anodonta piscinalis anatina Linnaeus"
1344,119683,"Anodonta cygnea complanata Ziegler"
1345,83005,"Unio crassus rubens"
1346,296062,"Chlamys larvata (Reeve)"
1347,295424,"Chlamys senatoria nobilis (Reeve)"
1348,169836,"Chlamys hastata (G.B. Sowerby II, 1842)"
1349,589653,"Anculosa ampla"
1350,23085,"Pecten maximus (Linnaeus, 1758)"
1351,295139,"Mimachlamys asperrimus Lamarck"
1352,571573,"Anodonta anatina var. incrassatus"
1353,571676,"Fusconaia flava flava (Rafinesque, 1820)"
1354,157479,"Modiolus modiolus squamosus Beauperthuy, 1967"
1355,195323,"Quadrula cerina (Conrad, 1838)"
1356,642885,"Helicina conoidea Pfeiffer"
1357,642886,"Helicina chrysochasma Poey"
1358,642887,"Helicina capsula Pilsbry"
1359,642889,"Helicina substriata Gray"
1360,642890,"Helicina ogasawarana optima Pilsbry"
1361,642425,"Cyclophorus smithi Hidalgo"
1362,152379,"Helicella conoidea (Draparnaud)"
1363,152381,"Helicella conspurcata arrouxi (Bourguignat)"
1364,152382,"Helicella conspurcata distinguenda Haas"
1365,152383,"Helicella conspurcata psara (Bourguignat)"
1366,152385,"Helicella crenimargo (Krynicki)"
1367,152386,"Helicella crenimargoacutistria (Boettger)"
1368,152387,"Helicella crenulata radiata (Moquin-Tandon)"
1369,152388,"Helicella cretica (Férussac)"
1370,152389,"Helicella cretica barkaensis Sturany"
1371,152390,"Helicella cretica cauta (Westerlund)"
1372,152391,"Helicella cretica cremai Hesse"
1373,152392,"Helicella cretica farzughana (Brandt)"
1374,152393,"Helicella cretica icmalea (Westerlund)"
1375,152399,"Helicella cretica syrtica (Brandt)"
1376,155127,"Thersites portus Iredale"
1377,155128,"Thersites rainbirdi (Cox)"
1378,155129,"Thersites rawnesleyi (Cox)"
1379,155130,"Thersites rawnesleyi mazee (Brazier)"
1380,155131,"Thersites rawnsleyi (Cox)"
1381,155132,"Thersites reinga (Gray)"
1382,155134,"Thersites rockhamptonensis (Cox)"
1383,155135,"Thersites rudis (Hedley)"
1384,155138,"Thersites septentrionalis (Hedley)"
1385,155139,"Thersites silveri (Angas)"
1386,155142,"Thersites tomsoni (Brazier)"
1387,155144,"Thersites whartoni (Cox)"
1388,155145,"Thersites yatalaensis (Cox)"
1389,155146,"Thersites yulei Forbes"
1390,155147,"Thersites yulii Forbes"
1391,155551,"Xanthomelon pomum (Pfeiffer)"
1392,162263,"Obba listeri mayabigana Bartsch"
1393,162001,"Amphidromus quadrasi Hidalgo, 1887"
1394,177736,"Bradybaena similaris (Férussac, 1821)"
1395,188090,"Eulota fruticum var. albida O. F. Müller"
1396,642084,"Bradybaena kobensis Schmacker & Boettger"
1397,642085,"Bradybaena kiusiuensis Pilsbry"
1398,642086,"Bradybaena commoda A. Adams"
1399,642087,"Bradybaena intonsa Pilsbry & Hirase"
1400,642088,"Bradybaena conella A. Adams"
1401,642089,"Bradybaena elegantissima cara Pilsbry"
1402,642090,"Bradybaena gainesi gudeana Pilsbry"
1403,642091,"Bradybaena despecta kikaiensis Pilsbry"
1404,642092,"Bradybaena connivens Pfeiffer"
1405,642093,"Bradybaena caviconus Pilsbry"
1406,642094,"Bradybaena elegantissima Pfeiffer"
1407,642095,"Bradybaena connivens phaegramma Ancey"
1408,642096,"Bradybaena lepidophora Gude"
1409,642097,"Bradybaena horrida Pilsbry"
1410,642098,"Bradybaena submandarina magna Pilsbry"
1411,642099,"Bradybaena vulgivaga Schmacker & Boettger"
1412,642100,"Bradybaena trochula A. Adams"
1413,642101,"Bradybaena submandarina compacta Pilsbry"
1414,642102,"Bradybaena submandarina Pilsbry"
1415,642103,"Bradybaena scepasma Pfeiffer"
1416,642104,"Bradybaena peliomphala septentrionalis Ehrenberg"
1417,642105,"Bradybaena omma Pilsbry & Hirase"
1418,642106,"Bradybaena peliomphala Pfeiffer"
1419,642107,"Bradybaena martensiana Pilsbry"
1420,642108,"Bradybaena pannosa Pilsbry"
1421,642109,"Bradybaena cavicollis Pilsbry"
1422,642110,"Bradybaena oculus Pfeiffer"
1423,642111,"Bradybaena minima Pilsbry"
1424,642112,"Bradybaena mimula Pilsbry"
1425,642113,"Bradybaena mercatoria Gray"
1426,642114,"Bradybaena peliomphala brandtii Kobelt"
1427,642115,"Bradybaena aperta cavata Pilsbry"
1428,642116,"Bradybaena callizona minor Gude"
1429,642117,"Bradybaena aperta awajiensis Gude"
1430,642118,"Bradybaena vermis Reeve"
1431,642119,"Bradybaena blakeana blakei Kobelt"
1432,642120,"Bradybaena callizona"
1433,642121,"Bradybaena callizona amaliae Kobelt"
1434,642122,"Bradybaena callizona congenita Pilsbry"
1435,642123,"Bradybaena callizona maritima Pilsbry & Gulick"
1436,642124,"Bradybaena aemula Gude"
1437,642163,"Calocochlia intorta Sowerby, 1841"
1438,153257,"Karaftohelix urupensis (Pilsbry & Hinkley)"
1439,642233,"Cepolis auberi"
1440,571546,"Elliptio complanata (Lightfoot, 1786)"
1441,169350,"Cyclonaias tuberculata (Rafinesque, 1820)"
1442,178611,"Candidula halia (Berthier in Bourguignat, 1887)"
1443,178614,"Candidula isaea (Hagenmüller in Bourguignat, 1887)"
1444,207904,"Unio sp."
1445,410953,"Helicella pharusica alba (Pallary, 1926)"
1446,152605,"Helicella serrulata libyea (Kobelt)"
1447,152606,"Helicella serrulata philammia (Bourguignat)"
1448,152607,"Helicella serrulata philamnia (Bourguignat)"
1449,152608,"Helicella serrulata serrulata (Beck)"
1450,152609,"Helicella serrulata tuberculasa (Conrad)"
1451,152611,"Helicella siderensis (Maltzan)"
1452,152612,"Helicella sigensis (Kobelt)"
1453,152613,"Helicella simulata (Férussac)"
1454,152614,"Helicella sitifensis (Bourguignat)"
1455,152615,"Helicella spadae (Calcara)"
1456,152616,"Helicella spallanzanii (de Stefani)"
1457,152617,"Helicella specialis (Bourguignat)"
1458,152618,"Helicella speciosa (Monterosato)"
1459,178079,"Arianta arbustorum repellini (de Charpentier, 1852)"
1460,178214,"Helicigona lapicida (Linnaeus, 1758)"
1461,178191,"Chilostoma trizona trizona (Rossmässler, 1835)"
1462,178077,"Arianta arbustorum alpicola (Férussac, 1821)"
1463,178620,"Candidula oreina (Fagot, 1888)"
1464,178628,"Candidula specialis (Bourguignat in Servain, 1880)"
1465,178621,"Candidula psiloritana (von Maltzan, 1883)"
1466,178615,"Candidula jaylii (Paladihe, 1875)"
1467,575956,"Unio nigerrimus Lea"
1468,575916,"Unio boostii Lea"
1469,575869,"Unio dispar Lea"
1470,150539,"Ashmunella rhyssa trifluviorum Pilsbry"
1471,150540,"Ashmunella tetradon animorum Pilsbry & Ferriss"
1472,150541,"Ashmunella tetradon fragilis Pilsbry & Ferriss"
1473,150542,"Ashmunella tetradon inermis Pilsbry & Ferriss"
1474,642713,"Eutrochatella opima Shuttleworth"
1475,586186,"Unio rotundata Lamarck, 1819"
1476,576929,"Nitia acuminata (H. Adams, 1866)"
1477,642165,"Campeloma decisa flava Currier"
1478,514716,"Quadrula infucata (Conrad, 1834)"
1479,292858,"Corculum fragum (Linnaeus)"
1480,643648,"Schasicheila xanthis"
1481,643862,"Trachycardium enode Sowerby, 1841"
1482,199853,"Nephronaias averyi"
1483,199854,"Nephronaias caldwelli"
1484,199855,"Nephronaias ravistellus"
1485,162591,"Cerion crassiusculum ""Torre (Ms.)"" Pilsbry & Vanatta, 1898"
1486,171703,"Peristernia incarnata (Kiener, 1840)"
1487,378303,"Cardium serratum"
1488,585275,"Unio (Elliptio) danielsii (Wright, B.H., 1899)"
1489,643698,"Stenotrema monodon cava Pilsbry & Vanatta"
1490,585052,"Margaron (Unio) complanatus (Lightfoot, 1786)"
1491,119726,"Anodonta cygnea cellensis Pfeiffer"
1492,169637,"Villosa trabalis (Conrad, 1834)"
1493,164614,"Mesodon clausus trossulus Hubricht, 1966"
1494,182783,"Lampsilis (Ligumia) recta latissima (Rafinesque, 1820)"
1495,584891,"Margaron (Unio) aberti (Conrad, 1850)"
1496,182630,"Dysnomia (Penita) metastriata (Conrad, 1838)"
1497,154566,"Pleurodonte marginella (Gmelin)"
1498,585056,"Unio carinifera Lamarck, 1819"
1499,169357,"Ellipsaria lineolata (Rafinesque, 1820)"
1500,294375,"Lunulicardium hemicardium (Linnaeus)"
1501,584907,"Cyprogenia stegaria pusilla (Simpson, 1900)"
1502,169601,"Strophitus undulatus (Say, 1817)"
1503,154720,"Polygyra uvulifera striata Pilsbry"
1504,198852,"Polygyra (Daedalochila) postelliana peninsula Pilsbry, 1940"
1505,164573,"Ashmunella cockerelli Pilsbry & Ferriss, 1917"
1506,642896,"Helicina jugulata Poey"
1507,641981,"Alycaeus melanopoma Pilsbry"
1508,119416,"Margaritana marginata (Say, 1818)"
1509,119424,"Margaritana deltoidea Lea"
1510,119735,"Anodonta cygnea cellensis piscinalis Nilsson"
1511,119736,"Anodonta cygnea beringiana von Middendorff, 1851"
1512,197475,"Agriolimax agrestis"
1513,197479,"Agriolimax campestris"
1514,184614,"Bulimus auris"
1515,184615,"Bulimus auris-bovina Bruguière"
1516,184616,"Bulimus auris-leporis"
1517,184618,"Bulimus auris-sciuri Guppy"
1518,184704,"Bulimus melo Quoy"
1519,184617,"Bulimus auris-muris Morelet"
1520,152455,"Helicella gyroides (Pfeiffer)"
1521,152492,"Helicella ledereri (Pfeiffer)"
1522,152633,"Helicella syrensis andrewsi (Rolle)"
1523,642847,"Helicella trochoides conica Draparnaud"
1524,584859,"Margarita (Unio) undulatus (Barnes, 1823)"
1525,642068,"Aulopoma helicinum Chemnitz"
1526,642723,"Farcimen mani Poey, 1851"
1527,169578,"Quadrula fragosa (Conrad, 1836)"
1528,584874,"Unio pearlensis Conrad, 1855"
1529,641980,"Alycaeus hirasei Pilsbry"
1530,293070,"Cardium costatum Linnaeus, 1758"
1531,152176,"Geomitra spirorbis (Lowe)"
1532,163578,"Candidula sp."
1533,184031,"Ashmunella levetti angigyra Pilsbry"
1534,169843,"Chlamys sentis (Reeve, 1853)"
1535,295717,"Chlamys pallium (Linnaeus)"
1536,295867,"Chlamys farreri akazara Kuroda"
1537,216716,"Isognomon spathulata (Reeve, 1858)"
1538,169766,"Geukensia demissa (Dillwyn, 1817)"
1539,187526,"Elliptio (Uniomerus) obesus paludicolus (Gould, 1845)"
1540,192296,"Lampsilis (Villosa) villosa (Wright, B.H., 1898)"
1541,572007,"Unio douglasiae nipponensis von Martens, 1877"
1542,575376,"Villosa taeniata picta (Lea, 1834)"
1543,575377,"Villosa taeniata punctata (Lea, 1865)"
1544,575884,"Unio prevostianus Lea"
1545,208914,"Arca noae Linnaeus, 1758"
1546,169894,"Isognomon radiatus (Anton, 1838)"
1547,157532,"Isognomon sp."
1548,513728,"Isognomon legumen (Gmelin, 1791)"
1549,569327,"Isognomon nucleus (Lamarck, 1819)"
1550,181109,"Patera binneyana (Pilsbry, 1899)"
1551,181182,"Triodopsis tennesseensis (Walker & Pilsbry, 1902)"
1552,181040,"Euchemotrema fasciatum (Pilsbry, 1940)"
1553,181115,"Patera laevior (Pilsbry, 1940)"
1554,152475,"Helicella instabilis jachnoi (Clessin)"
1555,152478,"Helicella introducta (Bourguignat)"
1556,152480,"Helicella isaea (Bourguignat)"
1557,152481,"Helicella jaylei (Pallary)"
1558,152482,"Helicella jolyi (Bourguignat)"
1559,152483,"Helicella kabyliana (Debeaux)"
1560,152484,"Helicella kaltenbachi (Brandt)"
1561,152485,"Helicella kerata (Kobelt)"
1562,152486,"Helicella krynichii (Androssov)"
1563,152487,"Helicella krynickii (Androssov)"
1564,152488,"Helicella lacertarum (Bourguignat)"
1565,152489,"Helicella lallemantiana (Bourguignat)"
1566,152490,"Helicella langloisiana (Bourguignat)"
1567,152491,"Helicella latastii (Bourguignat)"
1568,152465,"Helicella hipponensis (Morelet)"
1569,152520,"Helicella modica (Morelet)"
1570,152522,"Helicella mograbina (Morelet)"
1571,152539,"Helicella oranensis (Morelet)"
1572,189005,"Helicella subpopolis Caziot"
1573,151914,"Euhadra peliomphala brandti (Kobelt)"
1574,151916,"Euhadra peliomphala hickonis (Kobelt)"
1575,151917,"Euhadra peliomphala nimbosa (Crosse)"
1576,151919,"Euhadra peliomphala peliomphala (Pfeiffer)"
1577,177878,"Euhadra peliomphala (L. Pfeiffer, 1850)"
1578,295191,"Ostrea imbricata Lamarck"
1579,194347,"Polygyra andrewsae altivaga Pilsbry, 1900"
1580,642881,"Helicina yoshiwarana arata Pilsbry"
1581,585603,"Unio raveneli Conrad, 1834"
1582,188832,"Helicella crenulata O. F. Müller"
1583,191921,"Hygromia incarnata O. F. Müller"
1584,642850,"Helicella joppensis multinotata Mousson"
1585,158158,"Amphigyra alabamensis Pilsbry, 1906"
1586,158161,"Neoplanorbis tantillus Pilsbry, 1906"
1587,410948,"Helicella pharusica (Pallary, 1926)"
1588,646352,"Stenotrema leai cheatumensis Fullington"
1589,169447,"Lampsilis cariosa (Say, 1817)"
1590,178783,"Helicella globuloidea (Terver, 1839)"
1591,119785,"Lampsilis teres fallaciosa (Smith, H.M., 1899)"
1592,152330,"Helicella amoma (Bourguignat)"
1593,152331,"Helicella amphiconus (Maltzan)"
1594,152333,"Helicella andalusica (Kobelt)"
1595,152334,"Helicella antoniae (Pallary)"
1596,152335,"Helicella apiculus (Rossmässler)"
1597,152336,"Helicella arcuata (Kobelt)"
1598,152337,"Helicella arenarum (Bourguignat)"
1599,152338,"Helicella argonautula (Webb & Berthelot)"
1600,152340,"Helicella armillata (Lowe)"
1601,152341,"Helicella artara (Letourneux & Bourguignat)"
1602,152342,"Helicella astata (Servain)"
1603,152343,"Helicella augustiniana (Bourguignat)"
1604,152344,"Helicella barceloi (Hidalgo)"
1605,152345,"Helicella bardoensis (Bourguignat)"
1606,155281,"Trishoplita cretacea bipartita (Pilsbry)"
1607,152809,"Helicostyla iloconensis intensior Pilsbry"
1608,152810,"Helicostyla iloconensis xanthotaeniata (Pilsbry)"
1609,163313,"Trishoplita cretacea Gude, 1900"
1610,184190,"Bradybaena fruticum var. rubella O. F. Müller"
1611,188084,"Eulota fruticium O. F. Müller"
1612,188086,"Eulota fruticum f. conoidia O. F. Müller"
1613,188087,"Eulota fruticum f. fasciata O. F. Müller"
1614,188088,"Eulota fruticum f. rufescens O. F. Müller"
1615,188089,"Eulota fruticum var. alba O. F. Müller"
1616,188091,"Eulota fruticum var. rosea O. F. Müller"
1617,150589,"Bradybaena fruticum fruticum (O. F. Müller)"
1618,177714,"Bradybaena fruticum (O. F. Müller, 1774)"
1619,188180,"Eulota similaris Férussac"
1620,151204,"Cepolis varians (Menke)"
1621,151207,"Cepolis wrighti (Pfeiffer)"
1622,178413,"Cepolis xanthophaes (Pilsbry, 1891)"
1623,151157,"Cepolis exdeflexa Pilsbry"
1624,151169,"Cepolis indistincta chromochila (Pilsbry)"
1625,151178,"Cepolis maynardi Pilsbry"
1626,151198,"Cepolis streatori (Pilsbry)"
1627,151164,"Cepolis graminicola (C.B. Adams)"
1628,151163,"Cepolis gilva tephrites (Morelet)"
1629,151135,"Cepolis boriquinae H.B. Baker"
1630,187149,"Coryda (Cepolis) alauda weeksiana"
1631,642218,"Cepolis multistriata pityonensis"
1632,171178,"Ostodes strigatus (Gould, 1847)"
1633,41961,"Arca navicularis Bruguière, 1789"
1634,545957,"Barbatia amygdalumtostum (Röding, 1798)"
1635,545956,"Anadara pilula (Reeve, 1843)"
1636,417047,"Scurria mesoleuca (Menke, 1851)"
1637,172961,"Collisella edmitchelli (Lipps, 1963)"
1638,172975,"Lottia digitalis (Rathke in Eschscholtz, 1833)"
1639,172981,"Lottia limatula (Carpenter, 1864)"
1640,172987,"Lottia scabra (Gould, 1846)"
1641,172993,"Patelloida saccharina (Linnaeus, 1758)"
1642,197826,"Collisella abrolhosensis"
1643,197827,"Collisella dalliana"
1644,197828,"Collisella digitalis"
1645,197829,"Collisella discors"
1646,197830,"Collisella limatula"
1647,197831,"Collisella pelta"
1648,197832,"Collisella scaber"
1649,197833,"Collisella subrugosa"
1650,172980,"Lottia leucopleura (Gmelin, 1791)"
1651,172974,"Lottia dalliana (Pilsbry, 1891)"
1652,166444,"Collisella sp."
1653,417903,"Patelloida saccharina lanx (Reeve, 1855)"
1654,160598,"Lottia gigantea Gray, 1834"
1655,417928,"Collisella stanfordiana (Berry, 1957)"
1656,642200,"Cellana radiata Born, 1778"
1657,173006,"Cellana radiata orientalis (Pilsbry, 1891)"
1658,417900,"Cellana testudinaria (Linnaeus, 1758)"
1659,412307,"Patella caerulea Linnaeus, 1758"
1660,412316,"Helcion pruinosus (Krauss, 1848)"
1661,431473,"Patella depressa Pennant, 1777"
1662,417922,"Patella barbara Linnaeus, 1758"
1663,417923,"Patella cochlear Born, 1778"
1664,417924,"Patella granatina Linnaeus, 1758"
1665,417927,"Patella granularis Linnaeus, 1758"
1666,160612,"Patella longicosta Lamarck, 1819"
1667,412308,"Patella oculus Born, 1778"
1668,545977,"Helcion pectunculus (Gmelin, 1791)"
1669,385989,"Patella tabularis Krauss, 1848"
1670,643049,"Lottia antillarum Sowerby, 1831"
1671,643050,"Lottia acutapex Berry, 1960"
1672,643051,"Lottia mitrella Menke, 1847"
1673,643052,"Lottia pediculus Philippi, 1846"
1674,643053,"Lottia striata Quoy & Gaimard, 1834"
1675,643054,"Lottia testudinalis Eschscholtz"
1676,643055,"Lottia testudinalis Müller, 1776"
1677,643756,"Tectura filosa Carpenter, 1865"
1678,643757,"Tectura pileopsis Quoy & Gaimard, 1834"
1679,642197,"Cellana capensis Gmelin"
1680,642198,"Cellana strigilis recimiculum Reeve, 1854"
1681,642199,"Cellana radians perana Iredale, 1915"
1682,642201,"Cellana stellifera Gmelin, 1791"
1683,642202,"Cellana mazatlandica Sowerby, 1839"
